[00:00] 欢迎收听赵华宇古货载第1132集
[00:09] 今天是2026年的7月3号
[00:12] 又是一个星期五
[00:13] 那这个礼拜呢
[00:15] 台股很厉害
[00:16] 我只能这样讲
[00:17] 因为昨天我们已经留下了一个
[00:19] 后来发现是长达900点的下影线
[00:22] 今天也不遑多让
[00:24] 因为昨天的夜盘又来了
[00:26] Again Again
[00:27] 那昨天发生什么事
[00:28] 昨天是杰出所谓的非农就业数据
[00:31] 是远远低于市场预期
[00:33] 你看这个市场有多烦
[00:34] 因为在上一个月是远远超出市场预期
[00:37] 跌
[00:38] 那昨天晚上夜盘是先反应
[00:41] 它低于市场预期
[00:43] 那就不会升息了
[00:44] 所以先小拉
[00:46] 但是在这个晚上
[00:48] 越晚越在睡觉的时候
[00:50] 大家觉得不太对劲
[00:51] 所以昨天夜盘一度有上到1300多点
[00:54] 但今天的日盘
[00:55] 我们上演了一个逆转胜
[00:57] 再度留下一个长达900点的下影线
[01:00] 中场上涨了36点
[01:03] 展现出台股真的不想跌的一个很奇妙的韧性
[01:07] 但是这样子的韧性
[01:09] 虽然我们最近都有讲7月还是十分看好
[01:11] 有没有什么样的隐忧在里面呢
[01:13] 大家也抱得有点提心吊胆的
[01:15] 说实话一开盘就杀
[01:16] 如果你没抱住又卖飞
[01:18] 感觉很差
[01:19] 好先来欢迎来宾好了
[01:21] 来宾呢
[01:21] 当然就是我们的星期五男孩
[01:24] 国家级基金操盘手黄峰凯
[01:26] 凯哥
[01:27] 大家好 早好
[01:28] 你是习惯了是不是
[01:29] 习惯礼拜五来
[01:30] 习惯礼拜五来了
[01:32] 刚好帮一周做总结之外
[01:34] 也帮下一周做一个铺排
[01:36] 是
[01:36] 这个礼拜台股展现了非常强大的韧性
[01:39] 但是这一次的反攻
[01:41] 坦白讲可能缺的就是一个量能
[01:44] 像今天就是一个一兆出头的量
[01:47] 真的还是比较低一点点
[01:49] 所以越进入到高位阶区
[01:52] 虽然我们知道现在在基本面上面没有大型的利空
[01:55] 可是一点点风吹草动
[01:57] 感觉像市场就很紧张
[01:58] 凯哥怎么样来看
[02:00] 这个礼拜呈现出来给你的盘感
[02:02] 这个礼拜
[02:03] 我不知道有没有感觉
[02:05] 其实这个礼拜
[02:06] 其实这个盘
[02:06] 感觉都是大盘在控这个盘
[02:09] 其实贵买相对来讲
[02:10] 比较没那么实力
[02:11] 可是贵买又有一点想要表态
[02:14] 所以可以看到这个盘
[02:15] 其实一直到今天
[02:17] 今天这个盘
[02:18] 其实贵买月线才开始上弯
[02:20] 其实这个礼拜的前几天
[02:22] 贵买月线都是下弯
[02:23] 所以其实多数的散户
[02:25] 是很害怕的
[02:26] 因为我们之前讲过
[02:27] 月线下弯
[02:28] 其实是一个危险的讯号
[02:30] 开始在冒出来
[02:32] 可是大盘月线
[02:33] 一直是上弯的
[02:34] 所以你就发现说
[02:34] 大盘月线上弯的
[02:36] 可是柜马月线是下弯的
[02:38] 但是我们讲过
[02:38] 因为柜马有点像小狗
[02:40] 小狗会跑得很快
[02:41] 有时候又突然
[02:42] 跑回来追主人
[02:43] 它就会这样来来去去
[02:45] 但是只要大盘的月线
[02:47] 它不要跟着柜马
[02:48] 一起往下弯
[02:49] 基本上这个盘
[02:50] 基本上就是safe
[02:51] 就是没有什么太大问题
[02:52] 所以今天基本上
[02:54] 整个柜马月线
[02:55] 开始往上弯的情况之下
[02:56] 基本上我觉得在7月中的台电法税之前
[02:59] 这盘应该没有什么太大问题
[03:01] 所以一开始我就跟赵老板讲说
[03:03] 看起来现在是一个多方控盘的一个结构
[03:06] 其实昨天晚上睡觉前
[03:08] 我们家的少爷就跟我讲说
[03:10] 这非农指数好像就这方面好像还蛮差的
[03:13] 看起来这盘应该OK了
[03:15] 我们就想说好那OK就去睡觉
[03:17] 所以想不到睡觉起来就跌了
[03:18] 跌我就跟他讲说没有关系
[03:20] 因为我们的指数基本上是强过日韩
[03:23] 所以大盤今天就算回跌
[03:25] 大概月线那边我们就会止跌
[03:27] 因为他们其实早就已经都在
[03:30] 做这个月线的反抗或是季线的抵抗
[03:32] 基本上台股算很强
[03:34] 所以我基本上也没有对这盘有什么害怕
[03:37] 但是我觉得今天比较出乎意料之外
[03:39] 就是这个贵买居然在今天就往上弯
[03:42] 所以我说基本上下礼拜没有什么太害怕的
[03:46] 但是你看今天有利空的股票
[03:48] 不管是基本面的或是消息面的
[03:51] 今天消息面就是ABF
[03:53] 那我们等一下会讲
[03:54] 就是说他有受到一些什么
[03:56] 韩国讲说这个
[03:57] 宅版涨价涨太凶了
[03:58] 希望能够降价这个事情
[04:00] 再来就是实质上的
[04:01] 就是我们上次就来讲说
[04:02] 整个一个记忆体
[04:04] 其实大户是有点
[04:05] 离家出走的感觉
[04:07] 果然记忆体最近的
[04:09] 这个震荡就开始变大
[04:10] 所以我也在这个
[04:12] 媒体也有登
[04:12] 就是说我在媒体上有讲
[04:14] 就是说当一个利空
[04:15] 开始会影响到股价的时候
[04:17] 就告诉你说
[04:18] 这个基本面
[04:19] 跟这个股价的支撑面
[04:20] 相对来讲是
[04:21] 开始没有办法支撑了
[04:23] 就要很小心
[04:23] 所以如果你这时候
[04:24] 如果把机体的资金
[04:26] 移到外面来
[04:27] 不管是我们之前提过的
[04:28] 分离资源件
[04:29] 或者是细金源
[04:31] 基本上我觉得这一波
[04:32] 大家应该都是收获满满
[04:34] 好
[04:34] 因为呢
[04:35] 市场是真的很有意思
[04:36] 就刚刚讲了
[04:37] 凯哥睡觉前看到
[04:38] 非农大福低于预期
[04:40] OK
[04:41] 因为上个月是大福高于预期杀的嘛
[04:44] 那低于预期
[04:44] 那不就是好吗
[04:45] 但后来呢
[04:47] 市场就会有一些联想
[04:48] 其实都是跌了
[04:49] 你就可能找理由
[04:50] 坦白讲就这样子
[04:51] 就讲说你看
[04:52] 虽然昨天我们已经
[04:53] 跟大家也花了点篇幅解释
[04:55] Meta出售算力
[04:56] 这个不要算是一个AI的利空
[04:58] 对不对
[04:59] 它是在改善它的营收结构
[05:00] 因为毕竟你知道
[05:02] Meta都靠谁在赚钱
[05:03] 靠什么三宝爸的诈骗广告
[05:05] 只要你po什么
[05:06] 下面就是双宝爸跟三宝爸
[05:08] 一直按给你按数字
[05:09] 我不知道
[05:10] 今天千万别怕来跟我讲说
[05:11] 凯哥你还真着急
[05:12] 我想说天哪
[05:13] 还会讲中文
[05:14] 不得了
[05:14] 吓到我
[05:16] 所以Meta只靠双宝爸跟三宝爸
[05:19] 已经不够了
[05:20] 要出售算力
[05:21] 因为再加上
[05:23] 我们还是要回到
[05:24] 企业的财报
[05:25] 不要因为消息跟新闻
[05:27] 财报真的结出来
[05:28] 都是很漂亮
[05:28] 美光刚出来的财报
[05:29] 预测下一季
[05:30] 也是十分的漂亮
[05:31] 所以我们必须讲
[05:33] AI在基本面上面
[05:34] 你会有它涨多了
[05:36] 你会有点担心
[05:37] 你会有一些空穴来风
[05:38] 去想象未来
[05:40] 可能有泡沫的问题
[05:41] 但不是现在
[05:42] 就现在你听到这些事情
[05:44] 都不要太过的担心
[05:45] 可是它就很敏感的
[05:47] 在市场上做反应
[05:48] 所以昨天晚上夜盘
[05:49] 就西花杀下来
[05:50] 那今天白天呢
[05:52] 可以看得出来
[05:52] 我们展现的韧性就是
[05:54] 好 宅版
[05:55] 宅版发生什么事
[05:56] 三星说宅版你太贵了
[05:57] 人家说三星你太贵了
[05:59] 三星说宅版你太贵了
[06:01] 所以要砍价
[06:02] 那同样的记忆体
[06:04] 最近也遇到说
[06:05] 苹果说三星海力士
[06:06] 美光太贵了
[06:07] 我要去跟中国大陆卖吗
[06:09] 好 现在科技股就是一个
[06:11] 我每个东西都很贵
[06:12] 都在通膨
[06:13] 所以这样的压力
[06:14] 时不时会来测试
[06:15] 可它代表的一件事情就是
[06:16] 真的很缺
[06:17] 真的很贵
[06:18] 真的很赚
[06:19] 我觉得在这样的前景下
[06:22] 下来的时候
[06:23] 一定要秉持着
[06:24] 他们很可能是被戳杀
[06:26] 而勇敢的进去买
[06:27] 对
[06:28] 不过我有个想法
[06:29] 就是说
[06:29] 为什么HBN
[06:31] 他们赚这么的多钱
[06:32] 为什么还嫌
[06:33] 人家贵
[06:34] 还嫌人家贵
[06:34] 这很奇怪
[06:35] 对
[06:35] 就告诉你说
[06:36] HBN是不是看到什么东西
[06:38] 是我们没有看到的
[06:39] 是
[06:39] 我觉得这地方
[06:40] 可能是大家去思考
[06:41] 也对
[06:41] 没有道理
[06:42] 他都已经赚成这样子
[06:44] 都比台阶毛利率还要高了
[06:46] 他竟然那么没有武德
[06:47] 说你们摘板赚太多
[06:48] 載板才賺他多少錢
[06:50] 可他居然就嫌載板
[06:52] 其實這邊的載板
[06:53] 其實我要講
[06:54] 其實因為記憶體的載板是BT
[06:56] 不是ABF
[06:57] 所以大家要把BT跟ABF拆開來
[07:00] 其實很早就講說
[07:01] 其實BT的狀況
[07:02] 確實沒有ABF來得好
[07:04] 但是你要知道
[07:05] 以目前台積電的
[07:06] 往後看的一個狀況
[07:08] 目前台灣大概還缺六座
[07:10] 到八座的ABF的產能
[07:13] 所以ABF是很缺的
[07:14] 所以就算他今天要求BT降價
[07:18] 这个跟台厂也没有什么太大关系
[07:20] 再来就是
[07:21] 他的BT主要是应用在HBM
[07:22] 台湾的BT是用在DDR
[07:24] 所以基本上是
[07:25] 风马牛不相干的东西
[07:27] 所以今天他们杀下来
[07:29] 其实通通都拉起来
[07:30] 但你看拉起来过程里面
[07:31] 其实有一些大户是在买的
[07:34] 可是有一些大户是在调节的
[07:35] 例如说像南电
[07:36] 他现在大户是调节的
[07:38] 所以你就要很注意说
[07:38] 那南电这一波
[07:40] 到底是涨真的还涨假的
[07:41] 就是因为我们之前讲过
[07:43] 南电的涨价是针对Apple涨价
[07:45] 他不是针对AI涨价
[07:47] 它是针对Apple涨价
[07:49] 那Apple因为它产品售价也提高了
[07:50] 所以显然就会让它涨价了
[07:52] 可是呢
[07:53] 这个东西基本上跟AI的逻辑
[07:55] 还是不太连贯的
[07:57] 所以我觉得这边你就要特别小心
[07:58] 再来就是以目前来看
[08:00] 整个ABF的六到八座的厂区
[08:03] 要新建完成
[08:04] 大概还要花两年的时间
[08:05] 所以你可以看到
[08:06] 最近ABF的设备
[08:07] 其实走得非常的强
[08:08] 它大概会是这一波
[08:10] 应该会是最领先的族群
[08:12] 那我们之前讲的族群
[08:13] 其实有一些
[08:14] 这些就开始在整理
[08:15] 像芬尼斯元件
[08:16] 到昨天还有在创新高的
[08:18] 今天开始在整理了
[08:20] 但是你看石英元件还在涨
[08:22] 然后再来就是矽晶元也还在涨
[08:25] 被动间杀下去又拉起来
[08:27] 所以告诉你其实
[08:28] 多头还是有很多的股票在涨
[08:30] 我们仔细看
[08:31] 其实台股这边在亚洲已经是很强
[08:34] 因为日本已经回撤月线
[08:36] 韩国回撤季线
[08:37] 只有台湾今天还在五日线之上
[08:41] 不是月线了
[08:43] 不是十日线了
[08:44] 是五日线之上
