[00:00] 欢迎收听赵华与古惑仔第1117集
[00:09] 今天是2026年的6月11号
[00:12] 先跟大家讲今天没有影片版
[00:15] 因为今天赵华有些事情比较忙一些些
[00:18] 还有就是我们今天这个Podcast的小编
[00:21] 多了两个人来学
[00:22] 这个在我的心里面造成非常大的冲击
[00:25] 因为我们Podcast小编真的非常的细心
[00:28] 就是我很害怕他不做了
[00:29] 所以它有点影响到我的感受了
[00:32] 好没有
[00:32] 比股市影响还要大
[00:34] 但今天股市是真的非常非常的刺激
[00:36] 等一下会来好好跟大家分享
[00:38] 今天我有做事情
[00:39] 我有卖东西
[00:41] 也有捡东西
[00:42] 是什么样的原因
[00:43] 理由观念
[00:44] 也会跟大家一一的做交代
[00:45] 那昨天晚上我们知道
[00:47] CPI公布出来了
[00:48] 4.2%叫做符合市场预期
[00:51] 但确实有一点点的高
[00:53] 一点点的高
[00:54] 不过我想不确定的因素拿掉的时候
[00:56] 事实上夜盘是先开心反应的
[00:59] 至少你不是出现一个什么4.5 4.3
[01:02] 偏离预期太多的数字
[01:04] 但也没有什么好值得非常开心
[01:06] 只是因为昨天的日盘已经杀了嘛
[01:09] 已经杀了
[01:10] 所以昨天夜盘在CPI截出来之后呢
[01:12] 就直线往上哦
[01:14] 那至于为什么半夜又杀下来呢
[01:17] 因为每一之间的战火又变得比较激烈
[01:20] 这就造成我们今天要判断盘面上的变化
[01:23] 也相对困难
[01:25] 也相对困难
[01:26] 今天的大盘来回的高低点价差
[01:29] 有高达1400点
[01:31] 一开盘你觉得我好强
[01:33] 盘中觉得完蛋了
[01:34] 收盘觉得我好强
[01:35] 好这样子
[01:37] 这样子怎么做
[01:38] 他不是一个标准的
[01:39] 什么开低走低开高走低
[01:41] 可以形容的
[01:41] 他走成一个V字型
[01:43] 今天来边也比较特别
[01:45] 他平常都是上理财大人秀
[01:48] 他今天难得又愿意在空中
[01:51] 用声音跟大家相会
[01:53] 因为他声音非常之迷人
[01:54] 我想大家是可以接受
[01:55] 没有看到影片的
[01:57] 就是股市施工
[01:59] 永年老师
[02:00] 好
[02:00] 赵豪好
[02:02] 各位听众朋友大家好
[02:03] 施工在你没有来这段日子
[02:05] 我记得股货仔开台
[02:07] 好像第一集还是第二集
[02:08] 第一集小哥
[02:09] 第二集就是您啦
[02:11] 对
[02:11] 这段时间股货仔
[02:13] 他慢慢的已经变成一个
[02:14] 很啰嗦的节目
[02:16] 就是我会跟大家不断分享
[02:19] 我在做什么
[02:20] 然后也会请达人们
[02:22] 也要跟大家分享一些
[02:23] 比较对的操作观念
[02:25] 那这边的话
[02:26] 跟古惑仔的听众分享
[02:28] 像这个礼拜
[02:28] 我觉得来宾很有趣
[02:30] 礼拜一是题材猎人汉伟哥
[02:32] 汉伟哥是比较中立的人
[02:34] 但他了解各种题材
[02:36] 他的中立是包括说
[02:37] 今天长得有基本面
[02:39] 他也会讲
[02:39] 长得没基本面
[02:41] 他也会讲
[02:41] 今天势头很强
[02:44] 只要是正规
[02:46] 投机
[02:46] 投资
[02:47] 他全部都会讲
[02:48] 很可爱的一个人
[02:49] 那第二天是明汉哥
[02:51] 明汉哥就是我们里面的
[02:52] 绝对乐观派
[02:54] 他只在意大盘
[02:55] 或是个股的乖离率也许太高了
[02:58] 可是他对AI的发展
[03:00] 是绝对绝对的乐观
[03:02] 所以就是站在杀下来
[03:05] 一定要买的状况
[03:05] 好那昨天来的是维泰
[03:07] 维泰是属于比较谨慎型的
[03:10] 他有提到最近有一些现象
[03:11] 是他以前投资这么多年没有看过的
[03:14] 所以他会觉得逢高先落袋为安
[03:17] 我觉得这也很棒
[03:18] 因为今天我就有做落袋为安
[03:20] 但我也有逢低减便宜
[03:22] 那施工我也必须讲
[03:24] 施工呢
[03:24] 他就是属于这段时间
[03:26] 提醒风险比较多的
[03:28] 所以会有人在网络上
[03:30] 喜欢跟您战
[03:31] 我们今天不战
[03:32] 我们今天不战
[03:33] 我只是要强调
[03:34] 古惑仔的来宾们
[03:36] 各自会有他的逻辑
[03:37] 大家都看过
[03:39] 如果有上我脸书会看到
[03:40] 我们常常在一起吃饭聊天
[03:41] 那其实我们可能
[03:43] 对盘的方向看法
[03:45] 不一定一样
[03:45] 可是我们会用
[03:46] 我们适合的方式
[03:48] 保守的人用保守方式
[03:50] 乐观的
[03:50] 投机的
[03:51] 投资的
[03:52] 谨慎的
[03:53] 有风险意识的
[03:55] 对
[03:55] 所以今天的盘
[03:56] 因为施工前面
[03:57] 有风险意识的关系
[03:59] 导致这次的回档
[04:00] 事实上是完全符合您的预期
[04:02] 是
[04:03] 包括大盘已经RSI
[04:04] 两度背离
[04:05] 对
[04:05] 然后本来这个长那么热
[04:07] 本来就有回档的风险
[04:08] 所以可否请您
[04:09] 再帮我们的听众
[04:11] 再分享一下
[04:12] 但是跌到这边洗洗刷之后
[04:14] 你觉得什么样的状况
[04:15] 叫做风险已经沉淀下来了
[04:17] 其实大家现在会看
[04:20] 看的这个风险
[04:21] 就是完全沉淀下来的话
[04:24] 我相信大部分的人都是看融资
[04:26] 就是你融资预额
[04:28] 如果能够减少
[04:29] 在三天之内减少到
[04:31] 大概500亿以上的话
[04:33] 那么大概这个风险就降得很低了
[04:37] 可是我的感觉是
[04:39] 它这一波
[04:40] 没有人想要把融资洗干净
[04:43] 我觉得这一波很厉害的一点
[04:46] 我今天也觉得很surprise
[04:48] 应该说昨天晚上
[04:49] 昨天晚上融资又杀下去了
[04:51] 大家有注意到吗
[04:52] 对
[04:52] 礼拜一杀250亿
[04:53] 礼拜二回来150亿
