[00:00] 欢迎收听赵华宇古货载第1151集
[00:09] 今天是2026年的7月31号
[00:13] 大家应该没想到7月31号
[00:16] 7月最后一个交易日
[00:18] 我们今天盘中最大的涨点
[00:21] 有来到3200点之上
[00:25] 哇这个就是历史记录
[00:28] 不过今天的涨幅是还没有创下历史记录的
[00:31] 因为毕竟去年对等关税之后
[00:33] 4月10号几乎每一档
[00:35] 那天好像1000多档的涨停板
[00:38] 那天的涨幅是比今天大的
[00:40] 今天的涨幅事实上是还没有到8个百分点
[00:43] 但也够惊人了
[00:45] 大家看到台积电涨停
[00:47] 0050涨停
[00:49] 有很多的主被动ETF
[00:50] 如果是以科技股为主的通通涨停
[00:53] 当然在这样的涨停里面
[00:55] 它有一点点溢价的成分在
[00:57] 今天要讲的事情又变得很多
[01:00] 赵豪常有一个感想
[01:01] 就是当今天盘不好的时候
[01:03] 其实投资没有那么难做
[01:06] 因为你就是如果像我是那种
[01:08] 逢低一直捡ETF的
[01:10] 就是到了一个距离
[01:11] 你就机械式的捡
[01:12] 对不对
[01:13] 但是做节目很难做
[01:15] 做节目那个气氛
[01:16] 就是怎么样讲
[01:17] 你想要讲说
[01:18] 可能快反弹
[01:19] 想要安慰大家
[01:20] 你就自己心里面也觉得不一定
[01:22] 谁知道要盘多久
[01:24] 但今天的话这样大涨
[01:26] 那就是投资上你会有点尴尬了
[01:28] 今天要去追涨停板吗
[01:30] 可是做节目就好做了
[01:31] 因为今天要讲的事情实在太多了
[01:34] 前一阵子大涨一波的时候
[01:36] 有没有记得一个状况
[01:38] 有利空都不反应
[01:40] 只反应利多
[01:41] 那最近一两个月
[01:42] 有一个感觉是
[01:43] 有利多都不反应
[01:45] 只反应利空
[01:46] 今天不一样了
[01:47] 今天到底是哪一条利多呢
[01:49] 其实也说不清楚
[01:50] 我先来欢迎今天的来宾
[01:52] 以及我们今天有影片版
[01:54] 今天来宾是我们的新起舞男孩
[01:57] 国家级基金操盘手
[01:58] 王峰凯凯哥
[01:59] 大家好
[01:59] 各位观众听众大家好
[02:01] 因为都礼拜五来
[02:02] 所以很公平的
[02:03] 上个礼拜五史上最大的跌点
[02:05] 这礼拜五史上最大的涨点
[02:08] 就在这样发生
[02:10] 对
[02:10] 但其实这个盘基本上
[02:12] 大家如果平心静气来看
[02:15] 基本上就知道说
[02:17] 其实融资在持续的往下降
[02:19] 就是一直在一个做去融资的动作
[02:22] 那加上韩国在去杠杆
[02:24] 所以我們今天講說
[02:25] 其實一個加速感體的階段
[02:28] 加速感體的速度有讓大家有點嚇到
[02:30] 就是已經覺得有點好像是控制不住的感覺
[02:33] 好像是這個什麼失速的煞車
[02:36] 就是感覺這個車就要撞到牆上去
[02:39] 所以一直 我想一直到昨天
[02:41] 其實大家感覺都很差
[02:42] 但我記得我上禮拜來的時候
[02:43] 我們的小編
[02:44] 我們的製作單位就問我說
[02:45] 凱克你覺得這盤什麼時候會彈
[02:47] 我說大概在這個禮拜的下半週
[02:49] 是 有有有
[02:50] 他說你確定嗎
[02:51] 我說我覺得應該是
[02:52] 但是我沒有想到的是
[02:54] 上半周就直接把先前那個低點直接跌破
[02:57] 這是我本來沒有預料到
[02:58] 我本來覺得說大概就是在那個低點附近再測一次
[03:01] 然後這個禮拜下半段開始反彈
[03:03] 然後再讓我想不到就是
[03:06] 昨天居然彈了又失敗
[03:08] 昨天其實一度是要反彈了
[03:10] 然後又跌回來
[03:11] 所以就會讓你覺得說很毛
[03:13] 就覺得說這盤感覺好像真的有點
[03:16] 想要緊急踩煞車也煞不太住的感覺
[03:19] 可是就在今天早上其實大家就發覺
[03:21] 好像盤式的氣氛不太一樣
[03:23] 但是我们可以看到
[03:24] 其实这一波大盘融资
[03:26] 杀了近千亿出来
[03:27] OTC也杀了近四百亿出来
[03:29] 其实这个都是什么
[03:30] 这都是血汗钱
[03:31] 这都是散户的钱
[03:33] 就如同韩国一样
[03:35] 韩国它开干杆三倍
[03:37] 一天涨三十八
[03:39] 一天跌三十八
[03:40] 就可以直接让一个人
[03:41] 直接归零
[03:42] 直接归零
[03:43] 所以刚刚赵老师讲说
[03:44] 韩国很多人去举
[03:46] 白色的布条
[03:48] 那种花圈
[03:49] 白色花圈
[03:50] 是那种商市用的
[03:51] 跑到首尔的国会大楼
[03:53] 就告訴你說政府你到底在幹什麼
[03:55] 你居然讓我們的百姓虧那麼多錢
[03:57] 你還說是你最保護國民的政府
[03:59] 結果你卻是殺傷我們最強悍的政府
[04:03] 所以這個感覺比那個無能的政府還要更糟糕
[04:06] 貪污的政府可能你還會抓到他的毛病
[04:09] 這個基本上你還沒有講出他什麼毛病可以做
[04:11] 但是這個盤我個人覺得
[04:14] 其實我覺得下禮拜可能漲幅就會收斂了
[04:17] 因為今天這個漲幅實在太大了
[04:19] 它就是一個跌升
[04:20] 然後直接爆開來的那種反彈
[04:23] 但是下禮拜
[04:24] 我覺得大家留意幾個位置
[04:26] 就是說以大盤來講
[04:27] 大概在44933到45234位置
[04:31] 可能它就會相對是一個壓力
[04:33] 但是不要把它想說
[04:35] 我講這樣子
[04:36] 基本上是不是代表這個盤
[04:37] 下禮拜就沒有什麼看頭
[04:38] 我就不是了
[04:39] 而是今天這個反彈
[04:40] 其實很多大型股都漲停
[04:43] 可是很多中小股其實沒有漲停
[04:45] 因為他們很多
[04:46] 還在政府的處置盤裡面
[04:48] 基本上融资要断还断不干净
[04:51] 像和生堂一样
[04:52] 早盘开涨停
[04:53] 然后就被灌到平盘
[04:55] 然后尾盘稍微拉上来一点点
[04:59] 其实这个地方基本上告诉你说
[05:00] 他们都还在处置的阶段
[05:03] 就是很多融资断头
[05:04] 现在都还在面临被楼令的阶段
[05:07] 就是他们都要被清场
[05:08] 因为已经跌到这边
[05:10] 基本上你已经没有办法去借钱
[05:12] 来赎你的融资的股票了
[05:15] 你就只能等着被断头
[05:16] 那再加上政府的处置盘
[05:18] 让很多人根本也没有办法处置
[05:21] 就是这个处置的权利
[05:22] 已经交到这个券商的手上
[05:25] 所以他们还在面临这样的情况
[05:26] 所以下礼拜大盘
[05:27] 也许涨幅可能会收敛
[05:29] 可是我觉得贵买才开始要往上涨
[05:31] 你去观察一件事情
[05:32] 其实我们大盘的季线已经勾起来了
[05:34] 季线已经勾起来了
[05:36] 可是我们贵买的季线还在往下弯
[05:37] 那这样是合理的吗
[05:39] 其实我觉得是不合理的
[05:40] 就是基本上
[05:41] 既然大盘要开始慢慢的止跌回稳
[05:44] 基本上贵买就应该
[05:45] 慢慢要跟着上来
[05:46] 这是我们常常讲说
[05:48] 这个人与小狗的
[05:49] 这个结构的关系
[05:50] 就是小狗会跑很快
[05:52] 但小狗也会突然跑回来
[05:53] 靠近主人
[05:54] 甚至主人还在往前走
[05:56] 他已经往后退了
[05:56] 所以贵买就很像
[05:57] 小狗的一个状况
[05:59] 所以我觉得下礼拜
[06:00] 可能贵买就会开始
[06:01] 陆续的回温
[06:02] 我刚才开始之前
[06:03] 我还跟我们的制作单位的人
[06:04] 讲说
[06:05] 这好像什么
[06:06] 好像一个赌场的概念
[06:07] 这个赌场之前
[06:08] 已经这个灯光
[06:09] 有点昏暗了
[06:10] 大家觉得这赌场
[06:11] 要歇业了
[06:12] 要倒了
[06:13] 所以大家都跑出来
[06:14] 你现在说大家回来赌场
[06:15] 基本上你要把灯光全开
[06:17] 还要跑人在外面讲说
[06:19] 赶快来赶快来
[06:19] 所以今天台阶拉长
[06:20] 告诉你什么
[06:21] 告诉你说这个赌场
[06:22] 还在正常的营业的过程里面
[06:25] 让赌客可以稍微怎么样
[06:26] 放心进来这个赌场
[06:28] 那当然嘛
[06:29] 一开始一定是部分
[06:30] 观望的人开始进来
[06:32] 那后面才是
[06:33] 比较害怕的人开始进来
[06:34] 所以我觉得
[06:35] 他要再谈一段时间
[06:36] 不用太害怕
[06:37] 而且感觉上
[06:38] 这个低点
[06:39] 应该就是上半年的低点了
[06:42] 應該不太容易再破了
[06:43] 你說下半年的低點
[06:44] 我們下半年來看
[06:46] 現在的這個低點
[06:47] 就是今年上半年的低點
[06:50] 下半年的低點
[06:52] 就是所謂下半年
[06:52] 等於第三季對不對
[06:54] 對
[06:54] 因為我們之前講過
[06:55] 第三季是很難操作的一個季度
[06:57] 尤其是大家如果印象很深刻
[06:59] 就會記得凱哥講這句話
[07:01] 就是這個盤
[07:01] 在第三季是非常難操作的
[07:03] 所以在這個地方
[07:04] 基本上難操作的
[07:05] 已經過去了
[07:07] 接下來就是關關難過
[07:08] 關關過
[07:09] 接下來就是這個盤
[07:10] 目前看起来
[07:12] 他是不会V转
[07:13] 他可能上去还会再下来
[07:14] 但这个低点应该就不会再破
[07:16] 为什么
[07:17] 毕竟没有那么多融资可以杀
[07:19] 你杀一次千亿融资
[07:21] 杀一次四百多亿的贵买融资
[07:22] 你还有多少融资可以这样杀
[07:25] 你再这样杀下去
[07:26] 这个盘就很奇怪了
[07:28] 就是基本面很强
[07:29] 可是你的股价是一蹶不振
[07:31] 那基本上除非是大的利空来
[07:34] 就是类似海啸级的状况出现
[07:37] 否则应该就不至于这样子
[07:38] 那我们看到韩国今天强涨了18%多
[07:42] 那日经也是强涨
[07:44] 但是日本今天有点碰到压力
[07:46] 碰到压力
[07:46] 就是因为日经基本上
[07:48] 它之前是相对比较稳的
[07:50] 所以大家一开盘
[07:51] 如果看韩国股市就很害怕
[07:53] 我就说你不要看韩国
[07:55] 你稍微看一下小纳的走势
[07:57] 跟日经的走势
[07:59] 这样也会相对比较
[08:00] 有一点点的底气
[08:01] 你如果一直看韩国
[08:02] 你会很害怕
[08:03] 就觉得这个盘好像不能玩了
[08:05] 所以你可能就会砍在最低点
[08:07] 就是被迫退場
[08:09] 被迫退場
[08:10] 我相信前幾天應該很多人都
[08:13] 如果你是融資的人
[08:14] 應該都很難過
[08:15] 因為融資維持率
[08:16] 大家都降到130 40了
[08:18] 130 40
[08:19] 基本上破150
[08:20] 就這樣就會通知你說
[08:22] 你的融資維持率不夠了
[08:24] 不夠了
[08:24] 到了140就跟我說
[08:26] 你要準備錢了
[08:27] 破130
[08:28] 第一次是隔天叫你補錢
[08:30] 再破一次就直接當天就要你補錢了
[08:33] 那種感覺是什麼
[08:34] 就像我上次講
[08:35] 就是突然要你把自備款拉到
[08:37] 從原本的兩層拉到六層
[08:39] 你能有辦法
[08:40] 沒有辦法
[08:40] 你只能讓他斷頭
[08:41] 但是
[08:42] 我說索性的最壞
[08:44] 已經過去了
[08:46] 但是我們這幾天
[08:47] 其實看到
[08:48] 其實今天還沒有離空
[08:49] 還有
[08:49] 就是
[08:50] 美伊的戰爭
[08:51] 其實並沒有結束
[08:53] 只是
[08:53] 我們川普講了一句話
[08:55] 好像大家就覺得說
[08:56] 好像有點機會
[08:57] 然後FOMC
[08:58] 費德的利率結束會議
[08:59] 說暫時不升
[09:00] 前幾天還在把它
[09:01] 當作利空再解讀
[09:03] 因為有三個人
[09:04] 是投票要支持
[09:05] 要升息的
[09:06] 可是今天
[09:06] 也就完全把這件事情忘記
[09:08] 所以我覺得下禮拜
[09:09] 基本上往利多看
[09:12] 不要再往利空看
[09:13] 因為你一直看利空會讓你錯失這一波反彈的一個架構你會錯失這一波反彈的機會如果等到它彈完下來再V上去的時候你可能就很難再操作
[09:25] 買不到
[09:25] 所以在這一波下跌的過程裡面
[09:27] 基本上你是可以選擇好的股票
[09:29] 慢慢去建部位
[09:31] 但是我覺得確實是很挑戰人性
[09:33] 因為每天都在跌停
[09:34] 你會覺得我今天跌
[09:36] 明天再接
[09:37] 接到手都軟了
[09:38] 我到底要接到什麼時候
[09:39] 但是說如果你是現股操作
[09:41] 其實就可以慢慢買
[09:42] 慢慢買
[09:43] 我也是一直在跟我學員講
[09:44] 但是他們也是很害怕
[09:45] 所以今天早上他們就說
[09:47] 很期待我今天下午
[09:48] 趕快來造華節目
[09:49] 講一下這盤到底要怎麼走
[09:51] 因為他們其實也很期待
[09:53] 希望我講出一些好聽的話
[09:54] 不要一直講說
[09:55] 這盤可能危險啊
[09:56] 什麼什麼的
[09:57] 我跟你講很好玩
[09:59] 就是大家都每天聽我節目
[10:02] 對不對
[10:02] 每天都講50分鐘
[10:03] 60分鐘這樣講
[10:05] 但是大家還是私訊不斷
[10:07] 一直在問怎麼辦
[10:08] 我想說我不是每天都在講
[10:10] 怎麼辦嗎
[10:11] 刚刚特别提到
[10:13] 那个最大跌点是上上星期五
[10:15] 总之都是星期五
[10:17] 那今天有什么样的利多
[10:19] 也帮大家复习一下下好了
[10:21] 当然川普今天有提出一个
[10:23] 所谓的止战
[10:24] 但不是每一
[10:25] 是在讲加萨走廊
[10:27] 我不管你讲什么止战
[10:28] 只要你讲止战有用
[10:29] 对不对
[10:30] 那昨天晚上所谓的PCE的指数
[10:32] 低于市场的预期
[10:34] 让通膨的感受有点降温
[10:36] 亚马逊的财报
[10:38] 这就妙了
[10:38] 我们不是说Google财报
[10:40] 大家看到自由现金流转付很生气吗
[10:42] 然后还觉得说
[10:43] 你这样的话会资本支出拉太大
[10:46] 可是亚马逊
[10:47] 他也是自由现金流转付
[10:49] 就没事
[10:50] 所以呢
[10:50] 他可能不是功臣
[10:52] 他是刚好受惠于气氛好转
[10:54] 那还有一个人
[10:55] 海力士的会长
[10:56] 对不对
[10:57] 崔太元
