[00:00] 欢迎收听赵华与古惑仔第1131集
[00:09] 今天是2026年的7月2号
[00:12] 今天是有影片版的
[00:14] 一样放在赵华艾伦说的频道
[00:17] 那我想大家就可以隐约猜到
[00:19] 今天的大来宾是谁了
[00:20] 先来讲一下今天盘面
[00:22] 今天盘面其实一开盘跌了1000点
[00:25] 所以大家就想说
[00:26] 现在真的叫做开盘不是涨1000
[00:29] 就是跌一千的世界
[00:30] 可是你说昨天晚上
[00:32] 有没有什么特别
[00:33] 让你觉得很紧张的事情呢
[00:35] 有几个说法
[00:36] 例如说Meta
[00:37] 又提到让大家觉得
[00:39] 这个卖产值的
[00:40] 会不会有算力过剩的问题
[00:42] 还有就是说小飞龙
[00:44] 这个很烦
[00:45] 小飞龙或是飞龙
[00:47] 好的时候就告诉你
[00:48] 那可能要升息
[00:49] 不好的时候就告诉你
[00:51] 那就业市场似乎降温了
[00:53] 都不行
[00:54] 可是他是不是主要的凶手
[00:55] 我觉得这个听起来有点牵强
[00:58] 但总之
[00:58] 今天盘中后来是慢慢的收了一个角
[01:01] 大概留了一个七八百点的下影线
[01:04] 可是体感温度好不好
[01:05] 很看个人手上到底持有什么样的股票
[01:08] 如果您手上的被动元件感受不好吗
[01:11] 您手上的记忆体感受也不是太理想
[01:15] 主动元件不得了
[01:17] 今天盘面上最热的细金元继续开心
[01:20] 好现在两极化的情况下
[01:22] 还有量能缩起来
[01:24] 量能缩起来反映的就是
[01:25] 现在市场的资金
[01:27] 有点在紧缩的味道
[01:29] 什么时候可以脱离
[01:30] 这个紧箍咒呢
[01:31] 好 先来欢迎今天的来宾
[01:32] 今天来宾就是大家
[01:34] 很喜欢的AI达人
[01:36] 蔡明翰
[01:36] 赵华 听众朋友
[01:38] 观众朋友大家好
[01:39] 因为我都在看
[01:40] 礼拜天明翰的
[01:41] 财经震撼弹
[01:43] 顺便宣传一下
[01:46] 他就有讲到一个标
[01:47] 我看就很心动
[01:48] 因为上礼拜五
[01:49] 外资卖了1700多亿
[01:51] 史上最大的卖超
[01:52] 礼拜四还是礼拜五
[01:53] 然后明翰就说
[01:54] 不要被这个外资吓出去
[01:56] 变成超大型韭菜
[01:58] 真的是超级给人正面的能量
[02:01] 不过这个礼拜虽然有反攻
[02:03] 我自己个人是觉得
[02:05] 从亮说这件事情
[02:06] 就知道大家的心情上
[02:08] 没有像上个礼拜那么乐观
[02:11] 说一路可以往上跑的
[02:12] 那个情绪跑出来
[02:13] 而是斤斤长
[02:14] 然后主流的产业呢
[02:17] 像今天长的
[02:18] 谢金元跟主动
[02:19] 就是小小
[02:20] 就是集中在小小的
[02:21] 然后大的就反而比较不动
[02:23] 所以体感你不能说差
[02:25] 要看您手上是什么股票
[02:27] 可是我觉得信心面有变差
[02:29] 对应该这样讲
[02:31] 最主要关键
[02:33] 我还是觉得
[02:34] 这个盘面给人家的感受
[02:36] 然后会相互反应
[02:37] 到底是盘导致市场氛围
[02:40] 还是市场氛围导致盘面
[02:42] 其实我觉得这是相互感染的
[02:44] 那结论就是
[02:45] 因为毕竟位阶很高了
[02:47] 对不对
[02:47] 所以大家会很担心
[02:49] 那涨幅
[02:50] 其实我就觉得
[02:51] 4月5月6月
[02:52] 这三个月真的涨幅非常非常大
[02:54] 那这个光靠这三个月
[02:57] 我觉得这个指数带给市场的观点
[03:00] 已经完全不同
[03:01] 或简单一个概念
[03:03] 就像今天盘中大跌之后
[03:05] 开始拉上来
[03:06] 然后记者就打电话来问
[03:08] 这个给人家感觉是
[03:10] 台股就是不会跌
[03:12] 大家都非常有信心
[03:13] 记者的想法是这样吗
[03:14] 对啊
[03:15] 因为他会觉得看起来
[03:17] 这个昨天废办跌成这副德性
[03:20] 今天台股感觉压力并不大
[03:22] 也对
[03:23] 其实他讲的也对
[03:24] 因为收缴嘛
[03:25] 对
[03:25] 然后而且他从这个盘面结构
[03:27] 就解读说市场是非常的信心
[03:30] 现在下跌大家就是要买
[03:32] 那他在问我这个问题
[03:34] 我的意思说
[03:35] 他问我说
[03:36] 我的感受我只能回答
[03:39] 他说
[03:39] 我说时间还没到
[03:40] 他说什么叫时间还没到
[03:41] 我的意思说
[03:43] 为什么没有信心
[03:44] 就是因为现在都还在这个多头的架构
[03:47] 然后大家还沉浸在四五六月这个氛围之中
