[00:00] 欢迎收听赵华宇古货载第1072集
[00:09] 今天是2026年的4月8号
[00:13] 同样的亲民年假回来
[00:14] 这个局势跟去年此时
[00:18] 从本来担心会有济世感
[00:20] 到现在也截然不同
[00:23] 今天应该算是一个普天同庆日
[00:27] 台股的加权指数大涨了1531点
[00:32] 这是史上第二大涨点
[00:34] 第一大涨点
[00:35] 依旧是去年在这个对等关税的惊吓后
[00:37] 有一天几乎所有的股票都涨停
[00:39] 那一天是1608点
[00:42] 今天有1531点
[00:44] 真的是很猛
[00:45] 而且呢
[00:46] 上市涨了4.61%
[00:47] 贵买也涨了4.8%左右
[00:50] 所以今天是大型股中小型股
[00:53] 各自都有表现
[00:55] 之前觉得好委屈哦
[00:57] 形态有点差的
[00:58] 明明跟AI有关
[00:59] 怎么没涨的
[00:59] 今天也涨停
[01:00] 那今天很多强势的也涨停
[01:03] 所以我在脸书发了一篇文章
[01:06] 说大家来秀一下
[01:07] 我有讲今天不是一个追价买进的好日子
[01:11] 可是今天是一个展示的好日子
[01:13] 为什么叫展示的好日子
[01:14] 之前也常跟大家讲破季线
[01:16] 破月线
[01:17] 那如果愿意担一点风险的
[01:21] 当然你就挑你喜欢的个股
[01:22] 因为其实热门族群非常的明确
[01:24] 就是那一些
[01:25] 那如果不想要担太大风险的
[01:28] 买一点主动式ETF
[01:29] 今天有非常多档的主动ETF
[01:30] 也创下历史新高
[01:32] 就大盘没有创历史新高
[01:34] 可是有很多的个股
[01:36] 有很多的ETF是创历史新高的
[01:38] 所以今天这个在脸书一破文
[01:40] 就反应非常热烈
[01:42] 大家就活力展示
[01:43] 展示不管是之前形态比较差的
[01:47] 像我会举例
[01:47] 今天涨停的金居双红
[01:49] 这是不是之前你会觉得
[01:51] 什么东西啊
[01:51] 人家PCB在涨金居
[01:53] 是怎样被关到这个傻了
[01:55] 是不是
[01:55] 或者是像双红
[01:57] 骑红都已经涨到哪里去
[01:58] 建设涨到哪里去
[01:59] 你双红在干嘛
[02:00] 连高利都要超车
[02:01] 好
[02:01] 这个今天有涨停
[02:03] 那强势的就更不用讲了
[02:04] 台达电啦
[02:05] 台光电啦
[02:06] 台药啦
[02:07] 载板的锦朔啦
[02:08] 这个很强势的
[02:10] 今天也有非常多涨停
[02:11] 甚至像我讲的
[02:12] 封测的细格啦
[02:13] 好
[02:13] 所以今天跟
[02:14] 真的是看起来是
[02:15] 快乐的一天
[02:17] 不过也要讲了
[02:18] 这一次是
[02:19] 立足在什么事情呢
[02:21] 就是川普有宣布
[02:22] 对伊朗呢
[02:23] 停战两周
[02:24] 是同意的
[02:25] 还说以色列也同意
[02:27] 那伊朗也说
[02:29] 虽然伊朗态度是比较差
[02:30] 要到巴基斯坦
[02:32] 去跟美国进行谈判
[02:34] 所以至少伊朗也表示要谈判
[02:36] 那以色列也被承诺说
[02:38] 他不会打
[02:39] 那美国自己也不打
[02:40] 但是这是两个礼拜后
[02:42] 还要再进一步谈的
[02:44] 事情也还没有结束
[02:45] 我们今天这么开心
[02:46] 离历史新高差800多点
[02:49] 是不是有一点点
[02:51] 要注意什么
[02:52] 先来欢迎今天的来宾
[02:54] 我刚才看到他说我好久没有看到你哦
[02:56] 他早去哪里了
[02:57] 他送我几个杜拜的巧克力哦
[03:00] 好来欢迎他
[03:01] 今天来的是报价天王幸福哥
[03:03] 哈喽各位听众朋友大家好
[03:05] 你是去哪里玩
[03:06] 去欧洲啊
[03:07] 去了两个礼拜
[03:09] 哇难怪我就看到他的时候就想说
[03:11] 幸福哥
[03:11] 很久没来的感觉
[03:13] 为什么我很久没有跟你讲话
[03:14] 你在哪里
[03:16] 然后我就跟幸福哥说
[03:17] 那今天要聊什么
[03:18] 他说什么都可以聊
[03:19] 我们先来讲一下整个大局势好不好
[03:21] 我觉得今天真的是可能三月太压抑了
[03:24] 对不对
[03:25] 今天一次性爆发
[03:26] 可是毕竟事情还没有结束
[03:28] 所以我们要叫做利空顿化吗
[03:30] 还是要怎么来想
[03:31] 其实我记得我上次来的时候
[03:35] 我记得好像有一次刚好就是大跌
[03:38] 而且超过1000点
[03:39] 有一次
[03:40] 然后我记得那一次我说
[03:43] 其实如果对于今年AI发展性
[03:47] 还是比较有信心的听众朋友或观众朋友
[03:50] 可以开始慢慢去做一个布局
[03:53] 那我记得那一天好像
[03:54] 台积电有杀到1800以下
[03:58] 然后我说如果你觉得单压个股
[04:01] 有一点觉得不是很放心的话
[04:05] 那刚刚我们赵阿妹也提到
[04:07] 我记得我那天有说
[04:08] 我买了主动型ETF
[04:10] 你是买991A
[04:11] 对我买991
[04:12] 今天也创历史新高
[04:13] 对对对
[04:14] 那因为其实我后来发现
[04:16] 像今天什么981A
[04:18] 历史新高
[04:19] 982A吧
[04:20] 982A也歷史新高
[04:21] 也歷史新高
[04:22] 今天有少一輪
[04:23] 所以我是覺得說
[04:26] 這一波啦
[04:27] 因為三月在殺的時候
[04:29] 其實大家有一點好像
[04:31] 人心惶惶的感覺
[04:33] 而且我記得好像有兩次三次
[04:36] 單日都跌超過1000點
[04:37] 然後如果你去發現
[04:39] 那個籌碼就很有趣
[04:40] 只要單日跌超過1000點
[04:42] 然後呢
[04:43] 融資就會出現那種大逃殺
[04:46] 特別是3月9號那一天
[04:48] 那我之前有做一个表
[04:50] 那我们今天在达人秀
[04:52] 我会秀出来
[04:52] 就是说如果单日呢
[04:55] 大盘这个重挫
[04:57] 比如说这个跌停的加速
[05:00] 上市加上位加起来超过100点
[05:02] 然后你等到晚上
[05:04] 大概9点之后呢
[05:06] 这个融资融券的这些数据出来
[05:09] 而且融资大减超过百亿的话
[05:12] 其实接下来
[05:13] 会发生相当有趣的事情
[05:15] 就是疗长时间来看
[05:17] 其实它都会慢慢涨回来
[05:18] 所以呢
[05:19] 我
[05:19] 像我这个
[05:21] 出国这一段时间
[05:22] 因为它刚好时差是
[05:24] 那个
[05:24] 七个小时
[05:25] 所以呢
[05:26] 早上要开
[05:27] 这个台股早上要开盘的时候
[05:29] 其实大概就是
[05:30] 欧洲的大概凌晨
[05:32] 凌晨大概
[05:33] 一点左右
[05:34] 那你在干嘛
[05:35] 你有看吗
[05:36] 没有看啊
[05:37] 没有撑到那么晚
[05:38] 就稍微看一下
[05:39] 然后你当你
[05:39] 早上起来的时候呢
[05:40] 就是台股刚好收盘
[05:41] 所以有时候
[05:43] 一起来
[05:43] 怎么跌八九百点
[05:44] 一起来
[05:45] 怎么又涨三四百点
[05:46] 就是
[05:47] 就是你会觉得说
[05:48] 好像每天波动都很大的感觉
[05:50] 可是你就刚好不用花那么多的心思在上面
[05:54] 因为你就没有时间去盯它
[05:57] 那我觉得这样也好
[05:58] 也好也好
[05:59] 反正就线谷放着
[06:00] 你就让它飘
[06:01] 对
[06:02] 那当然这个情况就是你会比较
[06:05] 就是比较心平气和去看待这种短线的涨跌
[06:09] 那特别是
[06:10] 我想刚刚我们也提到说
[06:12] 今天大盘是还没有过高
[06:14] 离大概800点
[06:16] 818点
[06:17] 离前高大概800点到1000点
[06:19] 但是你可以发现
[06:21] 很多的一个主动型的ETF
[06:23] 其实都已经过高了
[06:24] 过前高
[06:25] 这是创挂牌来历史新高
[06:27] 所以这也告诉我们说
[06:29] 其实只要今年整个AI
[06:32] 我们大前提就是
[06:33] 今年AI的发展还是持续的话
[06:35] 其实叠完之后
[06:37] 整个事件风平浪静之后
[06:40] 其实个股甚至上市柜公司
[06:44] 今年总体来讲
[06:45] 还是会营收跟获利会再创新高
[06:48] 这个大前提不变的情况之下
[06:51] 其实反而出现这种突如其来的重挫
[06:54] 急杀
[06:55] 其实反而你应该逆向思考
[06:58] 勇于去做布局
[06:59] 因为这个不是单一事件
[07:00] 因为每一次通常发生这种突发性的利空
[07:03] 你回过头来看
[07:05] 就像去年4月川普关税的时候
[07:07] 大概一个礼拜时间大盘跌掉了快20%
[07:10] 大盘跌掉快20%
[07:12] 甚至台积电还有一天跌破800块
[07:15] 但是你回過頭來看
[07:17] 其實這些都只是半路上的一些雜音而已
[07:20] 只是在那麼恐慌
[07:22] 在那麼市場所謂擔憂的氣氛的情況之下
[07:26] 你有沒有這個勇於進場
[07:28] 這樣子的一個底氣或勇氣
[07:31] 所以我是覺得說這個盤
[07:33] 當然了
[07:34] 這是只是雙方停戰的第一天
[07:37] 中間可能還會有很多的一些協商
[07:40] 或者說有一些條件上的一些
[07:43] 来来回回的一些商讨
[07:45] 我是觉得说
[07:46] 大家也不用说呢
[07:48] 好像觉得
[07:48] 这个盘可能马上又要创历史新高
[07:52] 我觉得接下来
[07:53] 在还没有真正这件事情落幕之前
[07:56] 可能这个盘还是会震荡很大
[07:58] 还是会震荡很大
[07:59] 但是目前市场的共识就是
[08:01] 只要不要再恶化
[08:03] 至少愿意两个礼拜之内
[08:05] 大家先坐下来谈一谈
[08:07] 至少有机会嘛
[08:08] 所以市场的反应
[08:09] 看来似乎对于这个
[08:11] 市场的一个中东局势的降温
[08:14] 其实反应还蛮大的
[08:15] 那甚至之前
[08:17] 其实大家可以发现
[08:18] 第一次美国开始打伊朗之后
[08:20] 第一次的反应特别大
[08:21] 然后后来的反应呢
[08:22] 也会有
[08:23] 但是呢似乎好像那个力道
[08:25] 就会越来越弱
[08:26] 那只要稍微有好消息
[08:27] 股市就会大幅度的反弹
[08:29] 所以这也告诉我们说
[08:30] 其实今年的
[08:31] 大大的一个方向
[08:34] 其实还是中多的格局不变
[08:36] 只是说产业的趋势呢
[08:38] 差异性还是非常大
[08:39] 所以大家可以发现
[08:40] 如果是主流的话
[08:42] 其实很多的产业或个股今天呢
